# Nominal_3 (Up to date)
# 1062 data points written for 53 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (30,7 m/s)
#
# Tempo (s);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.61;20.893;2.9102;20.922;2.9142;0.16488;0;0.16488;0;1.0949;0.15252;32.941;-106.92;0.9985;0;0;0;0;1165.1;205.88;349.43;6.2691;NaN;62.461;NaN;0.018996;1008934;1267.1;0.16276;0.44421;0.44421;0.3529;0.036908;0.054401;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.9635e-5;5.7087;25.595;87;0;NaN;45.066;12.741;1101.4;0.01;0.025653
0.62;21.829;2.9743;21.859;2.9784;0.17608;0;0.17608;0;1.144;0.15588;32.941;-106.92;0.9985;0;0;0;0;1164.9;205.7;349.4;6.2688;NaN;62.458;NaN;0.019847;1054152;1287.7;0.17646;0.44117;0.44117;0.34985;0.036917;0.054403;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.3205e-5;5.7087;25.595;87;0;NaN;45.065;12.74;1101.4;0.01;0.025893
0.63;22.786;3.0384;22.818;3.0426;0.18777;0;0.18777;0;1.1942;0.15923;32.941;-106.92;0.9985;0;0;0;0;1164.7;205.53;349.37;6.2685;NaN;62.456;NaN;0.020718;1100365;1308.3;0.191;0.43824;0.43824;0.34691;0.036926;0.054405;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.6853e-5;5.7087;25.595;87;0;NaN;45.064;12.74;1101.4;0.01;0.02613
0.64;23.764;3.1025;23.797;3.1068;0.19997;0;0.19997;0;1.2454;0.1626;32.941;-106.92;0.9985;0;0;0;0;1164.6;205.35;349.34;6.2682;NaN;62.454;NaN;0.021607;1147573;1328.9;0.2064;0.4354;0.4354;0.34406;0.036936;0.054407;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.0579e-5;5.7087;25.595;87;0;NaN;45.063;12.74;1101.4;0.01;0.026437
0.65;24.763;3.1666;24.796;3.171;0.21268;0;0.21268;0;1.2977;0.16596;32.941;-106.92;0.9985;0;0;0;0;1164.4;205.17;349.31;6.2679;NaN;62.452;NaN;0.022514;1195777;1349.5;0.22269;0.43266;0.43266;0.34131;0.036947;0.054409;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.4385e-5;5.7087;25.595;87;0;NaN;45.063;12.74;1101.4;0.01;0.026689
0.66;25.782;3.2308;25.817;3.2352;0.22593;0;0.22593;0;1.3512;0.16932;32.941;-106.92;0.9985;0;0;0;0;1164.2;204.99;349.28;6.2676;NaN;62.45;NaN;0.023441;1244976;1370.1;0.23991;0.43001;0.43001;0.33864;0.036958;0.054412;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.8269e-5;5.7087;25.595;87;0;NaN;45.062;12.74;1101.4;0.01;0.026936
0.67;26.821;3.2949;26.858;3.2995;0.23971;0;0.23971;0;1.4056;0.17268;32.941;-106.92;0.9985;0;0;0;0;1164;204.82;349.25;6.2673;NaN;62.448;NaN;0.024386;1295172;1390.7;0.2581;0.42744;0.42744;0.33605;0.03697;0.054414;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0223e-4;5.7087;25.595;87;0;NaN;45.061;12.74;1101.4;0.01;0.027185
0.68;27.881;3.3591;27.92;3.3637;0.25404;0;0.25404;0;1.4612;0.17604;32.941;-106.92;0.9985;0;0;0;0;1163.8;204.64;349.22;6.267;NaN;62.446;NaN;0.02535;1346363;1411.3;0.27728;0.42495;0.42495;0.33355;0.036983;0.054417;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0627e-4;5.7087;25.595;87;0;NaN;45.06;12.74;1101.4;0.01;0.027438
0.69;28.962;3.4233;29.002;3.428;0.26894;0;0.26894;0;1.5179;0.17941;32.941;-106.92;0.9985;0;0;0;0;1163.7;204.46;349.19;6.2667;NaN;62.444;NaN;0.026333;1398550;1431.9;0.29749;0.42253;0.42253;0.33111;0.036996;0.05442;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1039e-4;5.7087;25.595;87;0;NaN;45.059;12.74;1101.4;0.01;0.027688
0.7;30.064;3.4875;30.105;3.4923;0.28441;0;0.28441;0;1.5756;0.18277;32.941;-106.92;0.9985;0;0;0;0;1163.5;204.29;349.16;6.2664;NaN;62.441;NaN;0.027335;1451734;1452.5;0.31877;0.42019;0.42019;0.32875;0.037011;0.054423;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1459e-4;5.7087;25.595;87;0;NaN;45.058;12.74;1101.4;0.01;0.027939
0.71;31.186;3.5518;31.229;3.5566;0.30046;0;0.30046;0;1.6344;0.18614;32.941;-106.92;0.9985;0;0;0;0;1163.3;204.11;349.12;6.2661;NaN;62.439;NaN;0.028355;1505915;1473.1;0.34115;0.41791;0.41791;0.32646;0.037026;0.054427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1887e-4;5.7087;25.595;87;0;NaN;45.057;12.739;1101.4;0.01;0.028191
0.72;32.329;3.616;32.374;3.621;0.3171;0;0.3171;0;1.6943;0.18951;32.941;-106.92;0.9985;0;0;0;0;1163.1;203.93;349.09;6.2658;NaN;62.437;NaN;0.029394;1561092;1493.7;0.36467;0.4157;0.4157;0.32423;0.037042;0.05443;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2323e-4;5.7087;25.595;87;0;NaN;45.055;12.739;1101.4;0.01;0.028488
0.73;33.493;3.6803;33.539;3.6853;0.33435;0;0.33435;0;1.7553;0.19288;32.941;-106.92;0.9985;0;0;0;0;1163;203.75;349.06;6.2655;NaN;62.435;NaN;0.030452;1617266;1514.3;0.38937;0.41355;0.41355;0.32206;0.037059;0.054434;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2766e-4;5.7087;25.595;87;0;NaN;45.054;12.739;1101.4;0.01;0.029368
0.74;34.677;3.7446;34.725;3.7497;0.35221;0;0.35221;0;1.8173;0.19624;32.941;-106.92;0.9985;0;0;0;0;1162.8;203.58;349.03;6.2652;NaN;62.433;NaN;0.031529;1674438;1534.9;0.41528;0.41146;0.41146;0.31995;0.037076;0.054438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3217e-4;5.7087;25.595;87;0;NaN;45.053;12.739;1101.4;0.01;0.029975
0.75;35.882;3.8089;35.931;3.8141;0.3707;0;0.3707;0;1.8805;0.19961;32.941;-106.92;0.9985;0;0;0;0;1162.6;203.4;349;6.2649;NaN;62.431;NaN;0.032625;1732606;1555.5;0.44244;0.40943;0.40943;0.31789;0.037095;0.054442;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3677e-4;5.7087;25.595;87;0;NaN;45.052;12.739;1101.4;0.01;0.034898
0.76;37.108;3.8732;37.159;3.8785;0.38983;0;0.38983;0;1.9447;0.20298;32.941;-106.92;0.9985;0;0;0;0;1162.4;203.22;348.97;6.2646;NaN;62.429;NaN;0.033739;1791772;1576.1;0.47089;0.40745;0.40745;0.31589;0.037115;0.054446;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.4144e-4;5.7087;25.595;87;0;NaN;45.05;12.739;1101.4;0.01;0.035224
0.77;38.354;3.9375;38.407;3.9429;0.4096;0;0.4096;0;2.01;0.20636;32.941;-106.92;0.9985;0;0;0;0;1162.2;203.04;348.94;6.2643;NaN;62.426;NaN;0.034872;1851936;1596.7;0.50067;0.40553;0.40553;0.31394;0.037135;0.054451;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.4619e-4;5.7087;25.595;87;0;NaN;45.049;12.738;1101.4;0.01;0.03553
0.78;39.621;4.0018;39.675;4.0073;0.43003;0;0.43003;0;2.0764;0.20973;32.941;-106.92;0.9985;0;0;0;0;1162.1;202.87;348.91;6.264;NaN;62.424;NaN;0.036024;1913097;1617.3;0.53182;0.40366;0.40366;0.31204;0.037157;0.054456;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5102e-4;5.7087;25.595;87;0;NaN;45.048;12.738;1101.4;0.01;0.03582
0.79;40.909;4.0662;40.965;4.0718;0.45113;0;0.45113;0;2.1439;0.2131;32.941;-106.92;0.9985;0;0;0;0;1161.9;202.69;348.88;6.2637;NaN;62.422;NaN;0.037195;1975256;1637.9;0.56438;0.40183;0.40183;0.31019;0.03718;0.054461;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5593e-4;5.7087;25.595;87;0;NaN;45.046;12.738;1101.3;0.01;0.036103
0.8;42.217;4.1306;42.275;4.1362;0.47292;0;0.47292;0;2.2125;0.21647;32.941;-106.92;0.9985;0;0;0;0;1161.7;202.51;348.85;6.2634;NaN;62.42;NaN;0.038385;2038413;1658.5;0.5984;0.40005;0.40005;0.30838;0.037204;0.054466;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6091e-4;5.7087;25.595;87;0;NaN;45.045;12.738;1101.3;0.01;0.036388
0.81;43.546;4.195;43.606;4.2007;0.49539;0;0.49539;0;2.2822;0.21985;32.941;-106.92;0.9985;0;0;0;0;1161.5;202.33;348.82;6.2631;NaN;62.418;NaN;0.039593;2102569;1679.1;0.6339;0.39831;0.39831;0.30661;0.037229;0.054472;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6598e-4;5.7087;25.595;87;0;NaN;45.043;12.738;1101.3;0.01;0.036677
0.82;44.896;4.2593;44.958;4.2652;0.51857;0;0.51857;0;2.3529;0.22322;32.941;-106.92;0.9985;0;0;0;0;1161.4;202.16;348.79;6.2628;NaN;62.416;NaN;0.040821;2167722;1699.8;0.67364;0.39822;0.39822;0.30649;0.037255;0.054477;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7113e-4;5.7087;25.595;87;0;NaN;45.042;12.737;1101.3;0.01;0.036967
0.83;46.267;4.3238;46.33;4.3297;0.54245;0;0.54245;0;2.4247;0.2266;32.941;-106.92;0.9985;0;0;0;0;1161.2;201.98;348.76;6.2625;NaN;62.414;NaN;0.042067;2233874;1720.4;0.71544;0.39825;0.39825;0.30648;0.037283;0.054484;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7635e-4;5.7087;25.595;87;0;NaN;45.04;12.737;1101.3;0.01;0.037511
0.84;47.658;4.3882;47.724;4.3942;0.56707;0;0.56707;0;2.4977;0.22997;32.941;-106.92;0.9985;0;0;0;0;1161;201.8;348.73;6.2622;NaN;62.411;NaN;0.043332;2301024;1741;0.75917;0.39828;0.39828;0.30648;0.037311;0.05449;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8165e-4;5.7087;25.595;87;0;NaN;45.038;12.737;1101.3;0.01;0.038019
0.85;49.07;4.4526;49.138;4.4587;0.59241;0;0.59241;0;2.5717;0.23335;32.941;-106.92;0.9985;0;0;0;0;1160.8;201.62;348.7;6.2619;NaN;62.409;NaN;0.044616;2369173;1761.6;0.80488;0.39832;0.39832;0.30648;0.037341;0.054497;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8704e-4;5.7087;25.595;87;0;NaN;45.037;12.737;1101.3;0.01;0.038319
0.86;50.503;4.5171;50.572;4.5233;0.6185;0;0.6185;0;2.6467;0.23673;32.941;-106.92;0.9985;0;0;0;0;1160.7;201.45;348.67;6.2617;NaN;62.407;NaN;0.045919;2438320;1782.2;0.85263;0.39835;0.39835;0.30647;0.037373;0.054504;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.925e-4;5.7087;25.595;87;0;NaN;45.035;12.737;1101.3;0.01;0.039027
0.87;51.956;4.5815;52.028;4.5878;0.64535;0;0.64535;0;2.7229;0.24011;32.941;-106.92;0.9985;0;0;0;0;1160.5;201.27;348.64;6.2614;NaN;62.405;NaN;0.047241;2508466;1802.8;0.90248;0.39839;0.39839;0.30647;0.037406;0.054511;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.9804e-4;5.7087;25.595;87;0;NaN;45.033;12.736;1101.3;0.01;0.039524
0.88;53.431;4.646;53.504;4.6524;0.67297;0;0.67297;0;2.8002;0.24349;32.941;-106.92;0.9985;0;0;0;0;1160.3;201.09;348.61;6.2611;NaN;62.403;NaN;0.048581;2579610;1823.4;0.9545;0.39842;0.39842;0.30647;0.03744;0.054518;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0366e-4;5.7087;25.595;87;0;NaN;45.031;12.736;1101.3;0.01;0.039777
0.89;54.926;4.7105;55.001;4.7169;0.70136;0;0.70136;0;2.8785;0.24687;32.941;-106.92;0.9985;0;0;0;0;1160.1;200.91;348.58;6.2608;NaN;62.401;NaN;0.049941;2651754;1844;1.0087;0.39846;0.39846;0.30646;0.037476;0.054526;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0935e-4;5.7087;25.595;87;0;NaN;45.029;12.736;1101.3;0.01;0.040063
0.9;56.442;4.7413;56.519;4.7478;0.73054;0;0.73054;0;2.958;0.24848;32.941;-106.92;0.9985;0;0;0;0;1159.9;200.74;348.55;6.2605;NaN;62.399;NaN;0.051319;2724896;1853.7;1.0653;0.39851;0.39851;0.30646;0.037513;0.054534;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1513e-4;5.7087;25.595;87;0;NaN;45.027;12.736;1101.3;0.01;0.040318
0.91;57.967;4.7389;58.047;4.7454;0.76052;0;0.76052;0;3.0379;0.24835;32.941;-106.92;0.9985;0;0;0;0;1159.7;200.47;348.5;6.26;NaN;62.395;NaN;0.052706;2798519;1852.6;1.1238;0.39855;0.39855;0.30645;0.037551;0.054543;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.2095e-4;5.7087;25.595;87;0;NaN;45.025;12.735;1101.3;0.01;0.040561
0.92;59.492;4.7369;59.574;4.7434;0.7913;0;0.7913;0;3.1179;0.24825;32.941;-106.92;0.9985;0;0;0;0;1159.3;200.13;348.44;6.2594;NaN;62.391;NaN;0.054093;2872107;1851.4;1.1838;0.39859;0.39859;0.30645;0.037591;0.054552;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.2676e-4;5.7087;25.595;87;0;NaN;45.023;12.735;1101.3;0.01;0.040806
0.93;61.017;4.7348;61.101;4.7413;0.82288;0;0.82288;0;3.1978;0.24814;32.941;-106.92;0.9985;0;0;0;0;1159;199.78;348.38;6.2588;NaN;62.387;NaN;0.055479;2945661;1850.3;1.2453;0.39864;0.39864;0.30644;0.037631;0.054561;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.3257e-4;5.7087;25.595;87;0;NaN;45.021;12.735;1101.3;0.01;0.041047
0.94;62.541;4.7328;62.627;4.7393;0.85526;0;0.85526;0;3.2776;0.24804;32.941;-106.92;0.9985;0;0;0;0;1158.6;199.43;348.32;6.2583;NaN;62.383;NaN;0.056865;3019179;1849.1;1.3084;0.39868;0.39868;0.30644;0.037673;0.05457;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.3838e-4;5.7087;25.595;87;0;NaN;45.019;12.734;1101.3;0.01;0.041302
0.95;64.064;4.7308;64.152;4.7373;0.88843;0;0.88843;0;3.3574;0.24793;32.941;-106.92;0.9985;0;0;0;0;1158.3;199.08;348.26;6.2577;NaN;62.378;NaN;0.05825;3092663;1848;1.3731;0.39873;0.39873;0.30643;0.037715;0.054579;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4419e-4;5.7087;25.595;87;0;NaN;45.017;12.734;1101.3;0.01;0.04145
0.96;65.586;4.7287;65.676;4.7352;0.92241;0;0.92241;0;3.4372;0.24782;32.941;-106.92;0.9985;0;0;0;0;1157.9;198.73;348.2;6.2571;NaN;62.374;NaN;0.059635;3166112;1846.8;1.4393;0.39878;0.39878;0.30643;0.037759;0.054589;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4999e-4;5.7087;25.595;87;0;NaN;45.014;12.734;1101.3;0.01;0.041604
0.97;67.108;4.7267;67.2;4.7332;0.95718;0;0.95718;0;3.517;0.24772;32.941;-106.92;0.9985;0;0;0;0;1157.6;198.38;348.14;6.2565;NaN;62.37;NaN;0.061019;3239526;1845.7;1.507;0.39883;0.39883;0.30642;0.037803;0.054599;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.5579e-4;5.7087;25.595;87;0;NaN;45.012;12.733;1101.3;0.01;0.041751
0.98;68.629;4.7247;68.724;4.7311;0.99275;0;0.99275;0;3.5967;0.24761;32.941;-106.92;0.9985;0;0;0;0;1157.2;198.04;348.08;6.2559;NaN;62.366;NaN;0.062402;3312905;1844.5;1.5763;0.39888;0.39888;0.30642;0.037849;0.054609;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6159e-4;5.7087;25.595;87;0;NaN;45.009;12.733;1101.3;0.01;0.041901
0.99;70.15;4.7226;70.246;4.7291;1.0291;0;1.0291;0;3.6764;0.2475;32.941;-106.92;0.9985;0;0;0;0;1156.9;197.69;348.02;6.2553;NaN;62.362;NaN;0.063785;3386247;1843.4;1.6471;0.39893;0.39893;0.30641;0.037895;0.054619;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6738e-4;5.7087;25.595;87;0;NaN;45.007;12.733;1101.3;0.01;0.042047
# Event LAUNCHROD occurred at t=1 seconds
1;71.67;4.7178;71.768;4.7273;1.0663;0;1.0663;0;3.7561;0.29931;32.941;-106.92;0.9985;0;0;0;0;1156.5;197.34;347.96;6.2548;78.309;62.357;2.7943;0.065167;3459555;1842;1.7194;0.39898;0.39898;0.30641;0.037943;0.05463;0;2.7225e-4;-2.3536e-5;0;0;0;0;0;2.7318e-4;5.7087;25.595;87;0;NaN;45.004;12.733;1101.3;0.015;0.042231
1.015;73.947;4.7134;74.05;4.7229;1.1237;3.3928e-8;1.1237;1.7299e-6;3.9005;0.29901;32.941;-106.92;0.9985;0.0194;0;2.2667e-4;3.6544e-6;1156.1;196.9;347.89;6.254;78.293;62.352;2.7924;0.067239;3569450;1839.8;1.8308;0.39906;0.39906;0.3064;0.038016;0.054646;0.0041294;0.011971;1.0961e-4;0;0;0;0;0;2.8186e-4;5.7087;25.595;87;0;NaN;45.001;12.732;1101.3;0.0225;0.042382
1.0375;77.36;4.7067;77.47;4.7162;1.2139;2.1595e-7;1.2139;1.0193e-5;4.117;0.29855;32.941;-106.92;0.9985;0.046312;0;0.0014558;-1.9294e-6;1155.5;196.25;347.78;6.2529;78.271;62.344;2.7899;0.070344;3734138;1836.6;2.0043;0.39919;0.39919;0.30639;0.03813;0.054671;0.0098679;0.027585;4.2692e-4;0;0;0;0;0;2.9488e-4;5.7087;25.595;87;0;NaN;44.994;12.731;1101.3;0.03375;0.042534
1.0713;82.473;4.6967;82.593;4.7061;1.3583;8.0061e-7;1.3583;3.3771e-5;4.4412;0.29786;32.941;-106.92;0.9985;0.082294;0;0.0054329;-9.7191e-6;1154.5;195.27;347.61;6.2513;78.242;62.332;2.787;0.074997;3980815;1831.8;2.2792;0.39939;0.3994;0.30637;0.038311;0.054711;0.017559;0.049423;-4.2519e-4;0;0;0;0;4.1183e-8;3.1439e-4;5.7087;25.595;87;5.4299e-6;NaN;44.985;12.73;1101.3;0.05;0.042682
1.1213;90.034;4.6818;90.168;4.6912;1.5924;2.4094e-6;1.5924;8.6696e-5;4.9204;0.29683;32.941;-106.92;0.9985;0.12751;0;0.01665;2.0809e-5;1153;193.81;347.35;6.2488;78.206;62.314;2.7839;0.081877;4345467;1826.1;2.7183;0.39971;0.39973;0.30633;0.0386;0.054774;0.027256;0.07557;-9.2398e-5;0;0;0;0;3.2453e-7;3.4323e-4;5.7087;25.595;86.999;2.7268e-7;NaN;44.969;12.728;1101.3;0.05;0.042857
1.1713;97.575;4.671;97.725;4.6804;1.8503;4.9851e-6;1.8503;1.5436e-4;5.3983;0.29606;32.941;-106.92;0.9985;0.16472;0;0.035065;1.6127e-5;1151.3;192.07;347.05;6.2459;78.178;62.293;2.7827;0.08874;4709117;1820.3;3.1955;0.40005;0.40009;0.3063;0.038914;0.054843;0.035263;0.097694;1.9492e-4;0;0;0;0;1.2254e-6;3.72e-4;5.7087;25.595;86.998;-1.8041e-5;NaN;44.953;12.726;1101.2;0.05;0.043113
1.2213;105.1;4.6601;105.26;4.6695;2.1322;8.6086e-6;2.1322;2.3133e-4;5.875;0.29537;32.941;-106.92;0.9985;0.19518;0;0.061477;-4.0299e-5;1149.5;190.33;346.75;6.243;78.156;62.271;2.7826;0.095588;5071799;1814.6;3.7106;0.40043;0.40048;0.30626;0.039252;0.054918;0.041839;0.11632;4.0575e-5;0;0;0;0;3.2464e-6;4.0071e-4;5.7087;25.595;86.996;5.8879e-6;NaN;44.935;12.723;1101.2;0.05;0.043373
1.2713;112.61;4.6491;112.79;4.6584;2.4378;1.3377e-5;2.4378;3.1439e-4;6.3507;0.29478;32.941;-106.92;0.9985;0.21968;0;0.096661;-8.8648e-5;1147.8;188.59;346.45;6.2401;78.14;62.25;2.7835;0.10242;5433490;1808.9;4.2635;0.40083;0.40089;0.30622;0.039616;0.054997;0.047147;0.13132;-1.7067e-4;0;0;0;0;6.9909e-6;4.2934e-4;5.7087;25.595;86.992;7.826e-5;NaN;44.915;12.721;1101.2;0.05;0.043664
1.3213;120.1;4.6378;120.29;4.6472;2.7672;1.9407e-5;2.7672;4.0183e-4;6.8255;0.29437;32.941;-106.92;0.9985;0.23875;0;0.14113;-1.0192e-4;1146.1;186.85;346.15;6.2371;78.129;62.228;2.7854;0.10924;5794170;1803.2;4.8542;0.40126;0.40133;0.30617;0.040004;0.055082;0.05129;0.14286;2.6798e-4;0;0;0;0;1.3101e-5;4.5791e-4;5.7087;25.595;86.986;2.0293e-4;NaN;44.895;12.718;1101.2;0.05;0.043836
1.3713;127.57;4.6264;127.78;4.6358;3.1203;2.6842e-5;3.1203;4.9288e-4;7.2999;0.29418;32.941;-106.92;0.9985;0.25267;0;0.1952;-2.0675e-4;1144.3;185.1;345.85;6.2342;78.123;62.207;2.788;0.11604;6153816;1797.4;5.4825;0.40172;0.4018;0.30613;0.040418;0.055173;0.054325;0.15117;-1.6282e-4;0;0;0;0;2.2212e-5;4.8641e-4;5.7087;25.595;86.978;3.8324e-4;NaN;44.872;12.715;1101.2;0.05;0.043995
1.4213;135.02;4.6149;135.24;4.6242;3.4972;3.5849e-5;3.4972;5.8733e-4;7.7742;0.29428;32.941;-106.92;0.9985;0.26159;0;0.25906;-2.4903e-4;1142.6;183.36;345.54;6.2313;78.121;62.185;2.7915;0.12282;6512408;1791.7;6.1483;0.4022;0.40228;0.30608;0.040856;0.055268;0.056282;0.157;-2.7975e-4;0;0;0;0;3.4922e-5;5.1484e-4;5.7087;25.595;86.966;6.3777e-4;NaN;44.849;12.712;1101.1;0.05;0.046767
1.4713;142.45;4.6032;142.69;4.6126;3.8977;4.6622e-5;3.8977;6.8534e-4;8.2489;0.29472;32.941;-106.92;0.99849;0.26557;0;0.3323;-1.326e-4;1140.8;181.62;345.24;6.2284;78.124;62.163;2.7958;0.12959;6869925;1786;6.8515;0.40271;0.4028;0.30602;0.041318;0.055369;0.057169;0.16;2.5689e-5;0;0;0;0;5.162e-5;5.432e-4;5.7087;25.595;86.951;8.5815e-4;NaN;44.824;12.709;1101.1;0.05;0.047028
1.5213;149.87;4.592;150.12;4.6015;4.3221;5.9346e-5;4.3221;7.8672e-4;8.7247;0.2956;32.941;-106.92;0.99849;0.26461;0;0.41416;-2.0151e-4;1139.1;179.89;344.94;6.2255;78.131;62.141;2.8009;0.13634;7226348;1780.5;7.592;0.40325;0.40334;0.30597;0.041805;0.055474;0.056987;0.15942;3.6943e-4;0;0;0;0;7.2443e-5;5.7149e-4;5.7087;25.595;86.933;0.0010729;NaN;44.798;12.705;1101.1;0.05;0.047288
1.5713;157.26;4.5807;157.53;4.5903;4.7702;7.4211e-5;4.7702;8.9137e-4;9.2022;0.29693;32.941;-106.92;0.99849;0.25874;0;0.50359;-3.9151e-4;1137.4;178.19;344.64;6.2226;78.143;62.12;2.8068;0.14308;7581701;1775.1;8.3699;0.40381;0.4039;0.30591;0.042317;0.055585;0.055737;0.15666;1.3356e-4;0;0;0;0;9.7265e-5;5.9971e-4;5.7087;25.595;86.91;0.0014074;NaN;44.771;12.702;1101;0.05;0.047546
1.6213;164.64;4.5691;164.93;4.5789;5.2423;9.1456e-5;5.2423;9.9957e-4;9.6822;0.29877;32.941;-106.92;0.99849;0.24796;0;0.59902;-4.2978e-4;1135.7;176.51;344.34;6.2198;78.16;62.099;2.8134;0.14979;7935971;1769.7;9.185;0.40441;0.40448;0.30585;0.042854;0.055701;0.053422;0.14986;-3.2295e-5;0;0;0;0;1.2556e-4;6.2786e-4;5.7087;25.595;86.882;0.0018521;NaN;44.742;12.698;1101;0.05;0.047807
1.6713;172;4.5573;172.3;4.5673;5.7385;1.1137e-4;5.7385;0.0011119;10.166;0.30117;32.941;-106.92;0.99849;0.23238;0;0.69812;-3.7916e-4;1134;174.83;344.05;6.217;78.181;62.078;2.8208;0.1565;8289134;1764.3;10.037;0.40502;0.40509;0.30579;0.043415;0.055822;0.050064;0.14142;3.4957e-4;0;0;0;0;1.5625e-4;6.5594e-4;5.7087;25.595;86.85;0.0022389;NaN;44.712;12.694;1101;0.05;0.048065
1.7213;179.34;4.5454;179.66;4.5555;6.2589;1.3424e-4;6.2589;0.0012288;10.654;0.30414;32.941;-106.92;0.99849;0.21215;0;0.79847;-4.9739e-4;1132.4;173.14;343.75;6.2141;78.206;62.056;2.829;0.16318;8641170;1758.8;10.927;0.40567;0.40573;0.30572;0.044001;0.055948;0.045698;0.12894;2.7106e-4;0;0;0;0;1.88e-4;6.8395e-4;5.7087;25.595;86.813;0.0026668;NaN;44.681;12.69;1100.9;0.05;0.048426
1.7713;186.66;4.5332;186.99;4.5436;6.8039;1.6036e-4;6.8039;0.0013504;11.147;0.3077;32.941;-106.92;0.99849;0.18755;0;0.8967;-5.4953e-4;1130.7;171.46;343.46;6.2113;78.235;62.035;2.8379;0.16985;8992059;1753.4;11.854;0.40634;0.40639;0.30565;0.044611;0.056079;0.040389;0.11438;3.663e-4;0;0;0;0;2.1886e-4;7.1189e-4;5.7087;25.595;86.77;0.0031356;NaN;44.648;12.686;1100.9;0.05;0.048604
